iter	BrierScore	Logloss
111	0.1850760149	0.5467633861
112	0.1844924808	0.5451297373
113	0.1839060528	0.5434244618
114	0.1833183561	0.541671996
115	0.182785981	0.5401242455
116	0.1823262756	0.5387956163
117	0.1818545745	0.5373795068
118	0.1813932046	0.5359906613
119	0.1809625792	0.5346687639
120	0.1805570463	0.5334308799
121	0.18016305	0.5321994921
122	0.1797614341	0.5309284201
123	0.1794176534	0.5298842784
124	0.1790869807	0.5288596926
125	0.1787263549	0.5276714559
126	0.1784017694	0.5266552176
127	0.1780909179	0.5256537557
128	0.1777955849	0.5246814764
129	0.1775436953	0.5239353194
130	0.1772609306	0.523015784
131	0.1769733551	0.5220886416
132	0.176726524	0.5212737863
133	0.1765108466	0.5206388393
134	0.1762779823	0.5198904609
135	0.1760491466	0.519085333
136	0.175831541	0.5183553325
137	0.1756232016	0.5177039262
138	0.1754138786	0.5170040507
139	0.17521788	0.5163237648
140	0.1750064252	0.515546978
141	0.1748303403	0.514981369
142	0.1746632014	0.5144061671
143	0.1744819476	0.513762738
144	0.174296888	0.5130591936
145	0.1741246568	0.5124385518
146	0.173966053	0.5118580317
147	0.1738114471	0.5112712847
148	0.1736683443	0.5107646466
149	0.1735066539	0.5101216214
150	0.1733571111	0.509563855
151	0.1732244054	0.5091268577
152	0.1730782219	0.5085439142
153	0.1729533628	0.5080530959
154	0.1728259185	0.507564903
155	0.172715047	0.5071898723
156	0.1725985589	0.5067684592
157	0.1724844717	0.5063195803
158	0.1723820115	0.5059629612
159	0.1722651914	0.5055177847
160	0.1721583869	0.5051126627
161	0.1720573922	0.5047131281
162	0.1719573863	0.5043180702
163	0.1718495662	0.503852227
164	0.1717599097	0.5035313876
165	0.17166089	0.5031313818
166	0.1715717905	0.502738579
167	0.1714837272	0.5023862346
168	0.1713939671	0.5020477242
169	0.1713098888	0.5016846761
170	0.1712310358	0.5013743384
171	0.1711604807	0.5011335405
172	0.1710771058	0.5008580737
173	0.171002981	0.5005539293
174	0.1709251276	0.5002307337
175	0.1708488116	0.4999898013
176	0.1707763976	0.499683469
177	0.1707071547	0.4993933941
178	0.1706365812	0.4990906297
179	0.1705607539	0.4988428307
180	0.170492054	0.4985887038
181	0.170427028	0.4983914946
182	0.1703559272	0.4980865087
183	0.1702985506	0.4978322808
184	0.1702381218	0.497597205
185	0.1701748033	0.4973718231
186	0.1701159851	0.4971108971
187	0.1700482348	0.4968291696
188	0.1699886478	0.4966096781
189	0.1699143906	0.4963485164
190	0.1698474419	0.4960952647
191	0.169797776	0.4958991662
192	0.1697453894	0.4956373987
193	0.1696969284	0.4954888944
194	0.169651549	0.4953174008
195	0.1695872272	0.495103463
196	0.169526959	0.4948979063
197	0.169474447	0.4946944028
198	0.1694263449	0.4945244576
199	0.1693770458	0.4943603354
200	0.1693319705	0.4942237464
201	0.1692812719	0.4940468337
202	0.1692303619	0.4938665214
203	0.1691852817	0.4937353515
204	0.169129584	0.4935331944
205	0.1690904669	0.4934109106
206	0.1690411659	0.4932191878
207	0.1689980948	0.4930897346
208	0.1689543251	0.4929339935
209	0.1689063431	0.4927750885
210	0.168867434	0.4925917469
211	0.1688252245	0.4924097516
212	0.1687762798	0.4922528325
213	0.1687503112	0.4921823165
214	0.1687135889	0.4920195743
215	0.1686659893	0.4918480471
216	0.168625369	0.4916961095
217	0.1685786429	0.4915325595
218	0.168529869	0.4913594503
219	0.1684995228	0.491230098
220	0.1684628222	0.4911126611
221	0.1684296752	0.4909947193
222	0.1683923841	0.4908681271
223	0.168345413	0.4907053176
224	0.1683082348	0.4905751238
225	0.1682639882	0.4904030917
226	0.1682289145	0.4902664354
227	0.1681836546	0.4901163827
228	0.1681491764	0.4900109621
229	0.1681071374	0.4898449887
230	0.1680681176	0.4896870597
231	0.1680433015	0.4896029454
232	0.1680114529	0.4894589514
233	0.1679787833	0.4893531269
234	0.1679472451	0.4892549094
235	0.1679097251	0.4891486137
236	0.1678815342	0.489019497
237	0.1678466204	0.4888989298
238	0.1678037865	0.4887454439
239	0.1677739707	0.488653386
240	0.167752298	0.4885951893
241	0.1677075384	0.4884131267
242	0.1676698846	0.4882878809
243	0.1676312815	0.4880824925
244	0.1676026228	0.487949505
245	0.1675805697	0.4878854516
246	0.1675471927	0.4877447562
247	0.1675266433	0.4876767983
248	0.1675074602	0.4876304832
249	0.1674792916	0.4875564667
250	0.1674588082	0.4874898551
251	0.1674255434	0.4873697928
252	0.1673862018	0.4872413493
253	0.1673570695	0.4871498636
254	0.1673168722	0.4870098414
255	0.1672921172	0.4868956694
256	0.1672545652	0.4867724768
257	0.1672195109	0.4866512027
258	0.1671941137	0.4865375693
259	0.1671627415	0.4864125927
260	0.1671354744	0.4863278389
261	0.1671110883	0.486216225
262	0.1670711418	0.4860834395
263	0.1670372492	0.4859722296
264	0.1670185339	0.4859043053
265	0.1669916808	0.485824836
266	0.1669643476	0.4857398128
267	0.1669346501	0.4856304541
268	0.166907777	0.4855179988
269	0.1668887225	0.4854556283
270	0.1668712	0.4854030863
271	0.1668474312	0.4852937949
272	0.1668200563	0.4851970921
273	0.1667947435	0.4851001536
274	0.1667676805	0.4850158373
275	0.1667382632	0.4849052669
276	0.1667210363	0.4848523546
277	0.1667050859	0.4848159017
278	0.1666759366	0.484742491
279	0.1666583139	0.4846861119
280	0.1666360166	0.4846139803
281	0.1666030301	0.4844948604
282	0.1665861469	0.484438212
283	0.1665725343	0.4844036103
284	0.1665522744	0.4843364602
285	0.1665300574	0.4842561157
286	0.1665142309	0.4841964717
287	0.1664910309	0.4841249795
288	0.1664722386	0.484034167
289	0.166457573	0.4839899725
290	0.16643321	0.4839202307
291	0.1664129355	0.4838266918
292	0.1663862917	0.4837546948
293	0.1663677009	0.4836788606
294	0.1663524468	0.4836313339
295	0.1663370854	0.4835880818
296	0.1663218414	0.4835375257
297	0.1662873305	0.4834224449
298	0.1662619724	0.4833302861
299	0.1662397919	0.4832468113
300	0.166206449	0.4831395058
301	0.1661717485	0.4830204195
302	0.1661581682	0.482990059
303	0.1661435998	0.4829327374
304	0.1661110324	0.4828318944
305	0.1660854888	0.482725666
306	0.1660545631	0.482622265
307	0.1660310141	0.4825383863
308	0.1659991095	0.482437779
309	0.1659854861	0.4823976909
310	0.1659637177	0.4823373063
311	0.1659503125	0.4822928425
312	0.1659266755	0.4822322223
313	0.1659060091	0.4821519451
314	0.1658907848	0.4820998407
315	0.1658687005	0.4820138415
316	0.1658550294	0.4819720368
317	0.165844163	0.4819467587
318	0.1658309165	0.4819099692
319	0.1658099842	0.4818481709
320	0.1657959242	0.4818007451
321	0.1657629802	0.4816934396
322	0.1657503325	0.4816542267
323	0.1657389186	0.4816276023
324	0.1657180849	0.481544767
325	0.1656954808	0.4814582965
326	0.1656798231	0.4813913821
327	0.1656670756	0.4813439563
328	0.1656468275	0.4812648908
329	0.1656238182	0.4811807092
330	0.1656122398	0.4811545223
331	0.165591264	0.481074851
332	0.1655658333	0.4809911743
333	0.1655550144	0.480962665
334	0.1655362111	0.4808999579
335	0.1655156569	0.4808228783
336	0.1654874027	0.4807290365
337	0.1654758233	0.480693829
338	0.1654646129	0.4806662285
339	0.1654547339	0.4806426334
340	0.1654452749	0.4806210915
341	0.165427158	0.480552595
342	0.1654088858	0.4804956774
343	0.1653881617	0.4804344513
344	0.1653605347	0.4803480818
345	0.1653469976	0.4802923085
346	0.1653337205	0.4802537351
347	0.1653236201	0.480230241
348	0.1653133678	0.480204458
349	0.1652939845	0.4801350191
350	0.1652830693	0.4801022687
351	0.1652665231	0.4800473706
352	0.1652515495	0.479997454
353	0.1652410576	0.4799731184
354	0.1652226359	0.4798892734
355	0.1651954172	0.4797955325
356	0.1651831623	0.4797582045
357	0.1651616914	0.4796871163
358	0.1651496831	0.4796459511
359	0.1651403447	0.4796232311
360	0.1651258873	0.4795541961
361	0.1651019622	0.4794823001
362	0.1650914903	0.4794524781
363	0.1650699404	0.479377923
364	0.1650521022	0.4793126915
365	0.1650385319	0.4792526435
366	0.1650272566	0.4792150125
367	0.1650167923	0.4791849212
368	0.1650088069	0.4791668462
369	0.1649986419	0.479139313
370	0.164979354	0.4790791303
371	0.1649708257	0.4790601802
372	0.1649619282	0.4790404559
373	0.1649353726	0.4789501147
374	0.1649268791	0.4789304913
375	0.1649105484	0.4788775118
376	0.1648962253	0.4788249025
377	0.1648885678	0.4788066255
378	0.1648682763	0.478742875
379	0.1648386274	0.4786477542
380	0.1648272359	0.4786067909
381	0.1648168915	0.4785763967
382	0.1648040045	0.4785065538
383	0.1647884305	0.4784661292
384	0.1647806389	0.4784480542
385	0.1647712445	0.4784203863
386	0.1647611104	0.4783913384
387	0.1647444384	0.4783381906
388	0.1647290628	0.4782757191
389	0.1647207442	0.4782572402
390	0.1647079735	0.4782000869
391	0.164700015	0.4781824158
392	0.1646904611	0.4781605374
393	0.1646806186	0.478127787
394	0.1646558919	0.4780566651
395	0.1646350894	0.4779748733
396	0.1646236783	0.4779159697
397	0.1646159603	0.4778981303
398	0.164606312	0.4778777665
399	0.1645891981	0.4778214884
400	0.1645804912	0.477802168
401	0.1645698073	0.4777525207
402	0.1645478867	0.477687895
403	0.1645318175	0.4776378101
404	0.164523763	0.4776199708
405	0.1645044548	0.4775324569
406	0.1644952836	0.4775046207
407	0.1644697891	0.477422223
408	0.1644449504	0.477341441
409	0.164426045	0.4772889326
410	0.1644166357	0.4772634863
411	0.1644055903	0.4772297598
412	0.1643967521	0.4772104394
413	0.1643899599	0.4771944513
414	0.1643822341	0.4771781939
415	0.1643664819	0.477125147
416	0.1643516213	0.4770739514
417	0.1643429401	0.4770467884
418	0.1643261343	0.4769966699
419	0.1643192695	0.4769812203
420	0.1643113157	0.4769627751
421	0.1642948807	0.4769099638
422	0.1642843452	0.4768868736
423	0.1642758919	0.4768693372
424	0.1642674832	0.4768452372
425	0.1642538793	0.4768020188
426	0.1642464305	0.4767856941
427	0.1642265876	0.4767241314
428	0.1642174691	0.4766996612
429	0.1642104061	0.4766849185
430	0.1641957616	0.4766371897
431	0.1641865179	0.4766040018
432	0.1641715938	0.4765427757
433	0.1641577261	0.4764790589
434	0.1641442005	0.4764261803
435	0.1641323882	0.4763700031
436	0.1641174538	0.47632389
437	0.1641076301	0.4762948085
438	0.1640890963	0.476226312
439	0.1640799155	0.4761980383
440	0.1640700347	0.4761706734
441	0.1640628828	0.4761530696
442	0.1640480279	0.4761030521
443	0.1640394514	0.4760737349
444	0.1640258934	0.4760349932
445	0.1640189067	0.4760190724
446	0.1639959496	0.4759407811
447	0.1639823275	0.475899111
448	0.1639703244	0.4758599317
449	0.1639628233	0.4758370771
450	0.1639553561	0.4758204158
451	0.1639478823	0.4758030477
452	0.1639339399	0.475758079
453	0.1639179157	0.4757100137
454	0.1639087003	0.4756820766
455	0.1639018181	0.4756662904
456	0.1638843896	0.4756183597
457	0.1638757249	0.4755936539
458	0.1638689171	0.4755789785
459	0.1638515552	0.4755123333
460	0.1638440466	0.4754962442
461	0.1638381672	0.475481939
462	0.1638302858	0.475463864
463	0.1638221189	0.4754388553
464	0.1638087095	0.475402335
465	0.163801234	0.475381298
466	0.1637885098	0.4753541687
467	0.1637770324	0.4753263326
468	0.1637643228	0.4752922358
469	0.1637516979	0.475264265
470	0.1637396919	0.475225254
471	0.16372547	0.4751843918
472	0.1637160895	0.4751637587
473	0.1637100767	0.4751492516
474	0.1636974793	0.4751106108
475	0.1636810723	0.4750582035
476	0.1636616987	0.4749819991
477	0.1636438664	0.4749332942
478	0.1636362817	0.4749169359
479	0.1636298358	0.4749002746
480	0.163612923	0.4748526131
481	0.1636066768	0.4748391158
482	0.1636001166	0.4748253492
483	0.1635862783	0.4747805488
484	0.1635801283	0.4747666812
485	0.163565975	0.474721174
486	0.1635599525	0.4747074411
487	0.1635533231	0.47469115
488	0.1635458968	0.4746718296
489	0.1635386457	0.4746509946
490	0.1635308353	0.4746291834
491	0.1635163111	0.4745976784
492	0.1635082595	0.4745719965
493	0.1634941518	0.4745284751
494	0.1634866968	0.4745060245
495	0.1634799861	0.4744874446
496	0.163462358	0.4744220448
497	0.1634466962	0.4743800718
498	0.1634331135	0.4743436862
499	0.1634187323	0.4742996263
500	0.1634058564	0.474260548
501	0.1633996903	0.474246916
502	0.1633934784	0.4742314328
503	0.1633868654	0.4742152427
504	0.1633723694	0.4741664369
505	0.1633571689	0.4741197179
506	0.1633503901	0.4740990175
507	0.1633442528	0.4740850153
508	0.1633367039	0.474068354
509	0.1633189869	0.4740102246
510	0.163304517	0.4739580865
511	0.1632973851	0.4739422667
512	0.1632912941	0.4739284664
513	0.163285203	0.4739134208
514	0.1632779092	0.473897399
515	0.1632645441	0.4738541469
516	0.1632524852	0.4738274888
517	0.1632458661	0.4738120056
518	0.163238429	0.473796758
519	0.1632295154	0.4737513518
520	0.1632207797	0.4737320314
521	0.163208216	0.473705205
522	0.1632014159	0.4736894525
523	0.1631852756	0.4736299431
524	0.1631752519	0.4736089061
525	0.1631688364	0.4735947692
526	0.1631570079	0.4735548157
527	0.1631501394	0.4735377842
528	0.1631440159	0.4735233444
529	0.1631384947	0.4735112607
530	0.163127933	0.4734879686
531	0.1631124403	0.4734356622
532	0.1631069911	0.4734229054
533	0.1631011815	0.4734104515
534	0.16308758	0.4733593905
535	0.1630810824	0.4733404067
536	0.1630656333	0.4732949668
537	0.1630584937	0.4732795845
538	0.1630531792	0.4732673663
539	0.1630450514	0.4732499981
540	0.1630341342	0.4732169784
541	0.1630131398	0.4731508045
542	0.1630060222	0.4731357588
543	0.162993282	0.4730920692
544	0.1629875259	0.4730797836
545	0.1629787267	0.473057131
546	0.1629690893	0.4730341754
547	0.1629628614	0.4730205434
548	0.1629473692	0.4729779645
549	0.162940264	0.4729601252
550	0.1629316848	0.472941276
551	0.1629132699	0.4728842574
552	0.1629068653	0.4728696493
553	0.1628952199	0.4728331964
554	0.1628858064	0.4728132701
555	0.1628756425	0.4727778943
556	0.1628634957	0.4727442015
557	0.1628572388	0.4727307041
558	0.1628429693	0.4726744596
559	0.1628367395	0.4726568895
560	0.1628287083	0.4726390838
561	0.1628185913	0.4726176429
562	0.1628074346	0.4725845559
563	0.1628021972	0.4725726406
564	0.1627957091	0.4725533539
565	0.1627882264	0.4725379043
566	0.1627784548	0.4725161605
567	0.1627684784	0.4724856989
568	0.1627625363	0.4724729421
569	0.1627517025	0.4724361862
570	0.1627455037	0.4724171688
571	0.1627383753	0.4724018538
572	0.162732979	0.4723894336
573	0.1627240004	0.4723698103
574	0.1627157359	0.4723522402
575	0.1627031075	0.4723020207
576	0.1626979177	0.472289937
577	0.1626850881	0.4722452376
578	0.1626732122	0.4721928639
579	0.1626671968	0.4721749909
580	0.1626625531	0.4721646239
581	0.1626521455	0.4721424088
582	0.1626420943	0.4721200928
583	0.1626364982	0.4721081101
584	0.1626247323	0.4720726333
585	0.1626121702	0.4720334877
586	0.1626045031	0.4720169273
587	0.1625979466	0.4720022519
588	0.162590635	0.4719859945
589	0.1625774165	0.4719418673
590	0.1625718656	0.4719294134
591	0.1625583595	0.4718821223
592	0.1625510408	0.4718659659
593	0.162541175	0.4718373892
594	0.1625309388	0.4718154098
595	0.1625241502	0.47179959
596	0.1625129515	0.471761656
597	0.1625033094	0.4717232846
598	0.162499111	0.4717134561
599	0.1624886864	0.4716826243
600	0.162481674	0.4716674776
601	0.1624751981	0.4716529032
602	0.1624692002	0.4716377902
603	0.1624636898	0.4716259758
604	0.1624577336	0.4716129497
605	0.1624464109	0.4715830604
606	0.1624354438	0.4715549886
607	0.1624291697	0.4715372166
608	0.1624240493	0.471526109
609	0.1624108898	0.4714868624
610	0.1624048697	0.4714731968
611	0.1623989416	0.4714598341
612	0.1623867306	0.4714240207
613	0.1623738012	0.471385279
614	0.1623630556	0.4713541106
615	0.1623577159	0.471341825
616	0.1623528111	0.4713304482
617	0.1623442647	0.4713122049
618	0.1623351841	0.4712927162
619	0.1623304022	0.4712818779
620	0.1623200869	0.4712479158
621	0.162314802	0.4712362697
622	0.1623076302	0.4711994802
623	0.1623021746	0.4711837951
624	0.1622942489	0.4711661913
625	0.1622877746	0.471149631
626	0.1622823407	0.4711372781
627	0.1622764452	0.4711206504
628	0.1622713949	0.4711088024
629	0.1622661839	0.4710971563
630	0.1622541249	0.4710486534
631	0.1622452622	0.4710274481
632	0.1622359657	0.4710067477
633	0.1622261309	0.4709753774
634	0.1622214136	0.4709647411
635	0.1622148496	0.4709417182
636	0.1622087726	0.4709282545
637	0.1621985032	0.4708838244
638	0.1621884774	0.4708432987
639	0.1621817094	0.4708285896
640	0.1621767456	0.470817987
641	0.162169566	0.4708021335
642	0.1621643777	0.4707869869
643	0.1621591007	0.4707724124
644	0.1621532709	0.47075942
645	0.1621466643	0.4707452831
646	0.1621372606	0.470724953
647	0.1621288257	0.4707061712
648	0.1621220971	0.470691866
649	0.1621164755	0.4706788736
650	0.1621103418	0.4706655782
651	0.16210331	0.4706508018
652	0.1620955481	0.4706337029
653	0.1620906485	0.4706224271
654	0.1620814359	0.4705914606
655	0.1620754779	0.4705767516
656	0.1620687778	0.4705620088
657	0.1620581003	0.4705292921
658	0.1620474889	0.4704954646
659	0.1620400948	0.4704796111
660	0.1620337586	0.4704629162
661	0.1620245463	0.4704359215
662	0.1620203502	0.470426295
663	0.1620110673	0.4704063687
664	0.1620013907	0.4703738876
665	0.1619962462	0.4703629484
666	0.161988799	0.4703446715
667	0.1619765018	0.4702962359
668	0.1619715624	0.4702847918
669	0.1619644774	0.4702660099
670	0.1619568296	0.4702292541
671	0.1619515733	0.47021781
672	0.1619455606	0.4701998696
673	0.1619410475	0.4701894689
674	0.161931281	0.4701627435
675	0.1619203041	0.470120333
676	0.1619124442	0.4701033351
677	0.1619083088	0.4700936749
678	0.1619039416	0.4700836108
679	0.1618994868	0.4700736477
680	0.1618944129	0.4700623045
681	0.1618897547	0.4700513653
682	0.1618774925	0.4700078439
683	0.1618720486	0.4699923271
684	0.1618649314	0.4699647602
685	0.1618601973	0.4699537536
686	0.1618540828	0.4699375972
687	0.1618442203	0.4699109055
688	0.1618388837	0.4698988891
689	0.1618323612	0.4698838435
690	0.1618260252	0.4698687978
691	0.1618147528	0.4698288444
692	0.1618045876	0.4698061581
693	0.1617942757	0.4697734077
694	0.1617896608	0.4697636129
695	0.1617852664	0.4697536497
696	0.1617812581	0.4697444944
697	0.1617763447	0.4697335552
698	0.1617675913	0.4697141675
699	0.1617600135	0.4696881489
700	0.1617519792	0.4696707471
701	0.1617466131	0.4696589664
702	0.161741711	0.4696478589
703	0.1617367191	0.4696373236
704	0.1617282151	0.4696113387
705	0.1617216782	0.4695972691
706	0.1617117119	0.4695758955
707	0.1617042887	0.4695582918
708	0.1616999222	0.4695497424
709	0.1616949231	0.469537726
710	0.1616896392	0.4695263829
711	0.1616862199	0.46951817
712	0.161681178	0.4695060191
713	0.1616707682	0.4694737062
714	0.1616584913	0.4694363445
715	0.1616477129	0.4693974009
716	0.161638083	0.4693765658
717	0.1616321226	0.4693596016
718	0.1616279354	0.4693511868
719	0.1616213509	0.4693364777
720	0.1616130965	0.4693186384
721	0.1616090706	0.4693096177
722	0.1616021035	0.469290432
723	0.1615967252	0.4692783146
724	0.1615916201	0.4692642451
725	0.1615861593	0.46924994
726	0.1615809698	0.4692387314
727	0.1615754743	0.4692263112
728	0.1615662973	0.4691981048
729	0.1615586989	0.4691816455
730	0.1615499181	0.4691534391
731	0.1615443685	0.4691394368
732	0.1615352549	0.4691149329
733	0.161529292	0.4691019742
734	0.161518812	0.4690611792
735	0.1615139736	0.4690501727
736	0.161505111	0.4690130802
737	0.1614972212	0.4689853787
738	0.161492729	0.46897518
739	0.1614838477	0.4689464687
740	0.1614796255	0.4689367748
741	0.1614669998	0.4688952731
742	0.1614629565	0.4688856465
743	0.1614540133	0.4688665954
744	0.1614496171	0.4688562621
745	0.1614431735	0.4688423272
746	0.1614390702	0.4688314889
747	0.1614313373	0.4688009264
748	0.1614254402	0.4687847363
749	0.1614203833	0.468772417
750	0.1614152971	0.4687579099
751	0.161406993	0.4687400032
752	0.1614010138	0.4687267415
753	0.1613968047	0.4687153984
754	0.161392027	0.4687045601
755	0.1613856144	0.4686892788
756	0.161374231	0.4686469019
757	0.1613698553	0.4686375783
758	0.1613642697	0.4686253264
759	0.1613592211	0.4686145218
760	0.1613549945	0.4686044913
761	0.1613503023	0.4685944609
762	0.161337536	0.4685500308
763	0.1613303671	0.4685345812
764	0.1613266918	0.4685262
765	0.1613180922	0.4684974551
766	0.1613095072	0.4684695853
767	0.1613021536	0.4684434321
768	0.1612970653	0.4684326275
769	0.1612887117	0.4684138793
770	0.161278198	0.4683786382
771	0.1612746427	0.4683706946
772	0.1612654861	0.4683499269
773	0.1612593053	0.4683364632
774	0.1612516898	0.4683199702
775	0.1612466108	0.4683090309
776	0.1612429645	0.4683004479
777	0.1612382079	0.4682895759
778	0.1612332199	0.4682766508
779	0.1612270219	0.4682628842
780	0.1612199839	0.4682478722
781	0.1612114869	0.4682218873
782	0.1612076999	0.4682127657
783	0.1612039798	0.4682041153
784	0.1611983509	0.4681921662
785	0.1611934705	0.4681789718
786	0.1611889683	0.4681692107
787	0.1611843985	0.4681563865
788	0.161175607	0.4681185199
789	0.1611684078	0.4680938141
790	0.1611645336	0.4680850627
791	0.161160444	0.4680759747
792	0.1611565846	0.4680673243
793	0.1611525887	0.4680584719
794	0.161143022	0.4680207736
795	0.1611364421	0.4680064012
796	0.1611309938	0.46799388
797	0.1611252597	0.4679819646
798	0.1611170994	0.4679601871
799	0.1611101178	0.4679346734
800	0.1611057539	0.4679251479
801	0.1610996086	0.4679020577
802	0.1610908057	0.4678665136
803	0.1610808525	0.4678308012
804	0.1610766769	0.467821242
805	0.1610703324	0.4678076773
806	0.1610660837	0.4677984884
807	0.1610615333	0.4677882223
808	0.1610545801	0.4677692722
809	0.1610493591	0.4677576934
810	0.1610445129	0.4677465186
811	0.1610403921	0.467737195
812	0.1610325127	0.4677096954
813	0.1610245238	0.4676833403
814	0.161018949	0.4676713576
815	0.1610147126	0.4676621013
816	0.1610098118	0.4676513977
817	0.1610019613	0.4676301924
818	0.1609975517	0.4676207678
819	0.1609941953	0.4676126896
820	0.1609867835	0.4675871086
821	0.1609821024	0.467576506
822	0.1609750105	0.4675611237
823	0.1609680357	0.4675461117
824	0.1609629029	0.4675347686
825	0.1609550463	0.4675094232
826	0.16094733	0.4674830344
827	0.1609429604	0.4674737445
828	0.1609372778	0.4674611896
829	0.1609323229	0.4674485001
830	0.1609270265	0.4674342959
831	0.1609212757	0.4674217074
832	0.1609129926	0.4673960927
833	0.1609079937	0.4673849515
834	0.1609020736	0.4673719254
835	0.1608931958	0.4673431468
836	0.1608843728	0.4673234899
837	0.16087953	0.4673130555
838	0.1608749555	0.4673022509
839	0.1608714988	0.4672939034
840	0.1608654966	0.4672813149
841	0.1608591957	0.4672675146
842	0.1608552652	0.467258292
843	0.160849201	0.4672450976
844	0.1608433419	0.4672321388
845	0.1608364819	0.4672172278
846	0.1608330395	0.4672093515
847	0.1608241971	0.4671791256
848	0.1608155688	0.4671500777
849	0.1608113532	0.4671395424
850	0.1608070528	0.4671298149
851	0.1608028177	0.4671205586
852	0.160799147	0.4671121101
853	0.1607951623	0.4671033588
854	0.1607881964	0.4670881785
855	0.1607846867	0.4670802349
856	0.1607755464	0.4670442196
857	0.1607708279	0.4670340208
858	0.160766953	0.4670243943
859	0.1607611831	0.4670027178
860	0.160756185	0.4669904322
861	0.1607516325	0.4669802671
862	0.160747551	0.4669701693
863	0.1607437686	0.466961418
864	0.1607345544	0.466932572
865	0.1607274807	0.4669035915
866	0.1607189148	0.4668846413
867	0.1607120555	0.4668695284
868	0.1607074272	0.4668596326
869	0.1606986359	0.466824526
870	0.1606938338	0.4668142936
871	0.1606888349	0.4668014695
872	0.1606784926	0.4667655888
873	0.1606740227	0.4667539427
874	0.16066736	0.4667392336
875	0.1606620432	0.4667282271
876	0.1606540015	0.4666951401
877	0.1606480384	0.4666817101
878	0.1606434759	0.4666713767
879	0.1606382426	0.4666597643
880	0.160634526	0.4666519554
881	0.1606304448	0.4666425644
882	0.16062265	0.4666257012
883	0.1606186149	0.4666153342
884	0.1606130351	0.4666031495
